id,resistance,vitesse,satiete,vision,time_lived,food_eaten,distance_traveled,nb_minos,ratio_food
1.0,1.1958841960503088,11.038722039386045,1.7566883574512033,275.6704668912366,96.0,1.0,1744.1180822229987,40,0.058823529411764705
2.0,2.0888977222890697,5.34344082584698,1.4295731437951813,256.33443266662704,132.0,0.0,1079.3750468210903,40,0.058823529411764705
3.0,1.93663793356939,9.130565421811983,0.8455763397328522,207.30717734554565,162.0,2.0,2428.730402201996,40,0.058823529411764705
4.0,2.568725791231758,11.68727593907128,0.8996116215147348,266.23579381429295,117.0,1.0,1998.5241855811844,40,0.058823529411764705
5.0,1.0285658350810247,9.81142166453001,1.7490321191624547,337.2916167560756,124.0,1.0,2286.061247835482,40,0.058823529411764705
6.0,0.6831398536321573,9.03685020254572,0.5808371926316986,164.7921227987312,65.0,0.0,668.7269149883829,40,0.058823529411764705
7.0,2.078921454066806,7.34623466357036,0.9412978235435114,293.52810816980804,110.0,0.0,1337.014708769809,40,0.058823529411764705
8.0,1.308029709228822,7.52035969607142,1.8425930680092202,275.1041919906713,141.0,1.0,1677.0402122239245,40,0.058823529411764705
9.0,2.846399819395322,8.566943872022033,1.314689531506036,289.39479540455477,106.0,0.0,1079.4349278747782,40,0.058823529411764705
10.0,1.2812029078863474,7.140536169505875,2.2840876591348787,299.06650916421813,107.0,0.0,1178.1884679684647,40,0.058823529411764705
